FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots,County
4823900000,Texas,Jackson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,JACKSON
4823900000,Texas,Jackson County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,JACKSON
4824100000,Texas,Jasper County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,No,Yes,JASPER
4824100000,Texas,Jasper County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,JASPER
4824100000,Texas,Jasper County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,JASPER
4824100000,Texas,Jasper County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,No,No,Yes,No,JASPER
4824300000,Texas,Jeff Davis County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,JEFF DAVIS
4824300000,Texas,Jeff Davis County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,JEFF DAVIS
4824300000,Texas,Jeff Davis County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,JEFF DAVIS
4824500000,Texas,Jefferson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,JEFFERSON
4824500000,Texas,Jefferson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,No,Yes,JEFFERSON
4824500000,Texas,Jefferson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,JEFFERSON
4824700000,Texas,Jim Hogg County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,JIM HOGG
4824700000,Texas,Jim Hogg County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,JIM HOGG
4824700000,Texas,Jim Hogg County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,JIM HOGG
4824900000,Texas,Jim Wells County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,JIM WELLS
4824900000,Texas,Jim Wells County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,JIM WELLS
4824900000,Texas,Jim Wells County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,JIM WELLS
4825100000,Texas,Johnson County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,JOHNSON
4825100000,Texas,Johnson County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,JOHNSON
4825100000,Texas,Johnson County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,JOHNSON
4825300000,Texas,Jones County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,JONES
4825300000,Texas,Jones County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,No,No,No,Yes,JONES
4825300000,Texas,Jones County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,JONES
4825500000,Texas,Karnes County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,KARNES
4825500000,Texas,Karnes County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes,KARNES
4825500000,Texas,Karnes County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,KARNES
4825700000,Texas,Kaufman County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,KAUFMAN
4825700000,Texas,Kaufman County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,KAUFMAN
4825700000,Texas,Kaufman County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,KAUFMAN
4825900000,Texas,Kendall County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,KENDALL
4825900000,Texas,Kendall County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,KENDALL
4825900000,Texas,Kendall County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,KENDALL
4826100000,Texas,Kenedy County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,KENEDY
4826100000,Texas,Kenedy County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,Yes,No,Yes,Yes,KENEDY
4826100000,Texas,Kenedy County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,KENEDY
4826300000,Texas,Kent County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,KENT
4826300000,Texas,Kent County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,KENT
4826300000,Texas,Kent County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,KENT
4826500000,Texas,Kerr County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,KERR
4826500000,Texas,Kerr County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,KERR
4826500000,Texas,Kerr County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,KERR
4826700000,Texas,Kimble County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,KIMBLE
4826700000,Texas,Kimble County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,KIMBLE
4826700000,Texas,Kimble County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,KIMBLE
4826900000,Texas,King County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,KING
4826900000,Texas,King County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,KING
4826900000,Texas,King County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,KING
4827100000,Texas,Kinney County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,KINNEY
4827100000,Texas,Kinney County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,KINNEY
4827100000,Texas,Kinney County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,KINNEY
4827300000,Texas,Kleberg County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,KLEBERG
4827300000,Texas,Kleberg County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,KLEBERG
4827300000,Texas,Kleberg County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,KLEBERG
4827500000,Texas,Knox County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,KNOX
4827500000,Texas,Knox County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,KNOX
4827500000,Texas,Knox County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,KNOX
4828300000,Texas,La Salle County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,LA SALLE
4828300000,Texas,La Salle County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,LA SALLE
4828300000,Texas,La Salle County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,LA SALLE
4827700000,Texas,Lamar County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,LAMAR
4827700000,Texas,Lamar County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,LAMAR
4827700000,Texas,Lamar County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,LAMAR
4827900000,Texas,Lamb County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,LAMB
4827900000,Texas,Lamb County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,LAMB
4827900000,Texas,Lamb County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,LAMB
4827900000,Texas,Lamb County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,LAMB
4828100000,Texas,Lampasas County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,LAMPASAS
4828100000,Texas,Lampasas County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,LAMPASAS
4828100000,Texas,Lampasas County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LAMPASAS
4828500000,Texas,Lavaca County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,LAVACA
4828500000,Texas,Lavaca County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,LAVACA
4828500000,Texas,Lavaca County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,LAVACA
4828700000,Texas,Lee County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,LEE
4828700000,Texas,Lee County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No,LEE
4828700000,Texas,Lee County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,LEE
4828700000,Texas,Lee County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LEE
4828900000,Texas,Leon County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,LEON
4828900000,Texas,Leon County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,No,No,No,Yes,LEON
4828900000,Texas,Leon County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LEON
4829100000,Texas,Liberty County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,LIBERTY
4829100000,Texas,Liberty County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,LIBERTY
4829100000,Texas,Liberty County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LIBERTY
4829300000,Texas,Limestone County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,LIMESTONE
4829300000,Texas,Limestone County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,No,No,No,Yes,LIMESTONE
4829300000,Texas,Limestone County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,LIMESTONE
4829500000,Texas,Lipscomb County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,LIPSCOMB
4829500000,Texas,Lipscomb County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,LIPSCOMB
4829500000,Texas,Lipscomb County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LIPSCOMB
4829700000,Texas,Live Oak County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,LIVE OAK
4829700000,Texas,Live Oak County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,LIVE OAK
4829700000,Texas,Live Oak County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,LIVE OAK
4829900000,Texas,Llano County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,LLANO
4829900000,Texas,Llano County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,LLANO
4829900000,Texas,Llano County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,LLANO
4830100000,Texas,Loving County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,LOVING
4830100000,Texas,Loving County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,LOVING
4830100000,Texas,Loving County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,LOVING
4830300000,Texas,Lubbock County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,LUBBOCK
4830300000,Texas,Lubbock County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,LUBBOCK
4830300000,Texas,Lubbock County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,LUBBOCK
4830300000,Texas,Lubbock County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,Yes,No,Yes,No,LUBBOCK
4830500000,Texas,Lynn County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,LYNN
4830500000,Texas,Lynn County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,LYNN
4830500000,Texas,Lynn County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,LYNN
4831300000,Texas,Madison County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,MADISON
4831300000,Texas,Madison County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,MADISON
4831300000,Texas,Madison County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,MADISON
4831500000,Texas,Marion County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,MARION
4831500000,Texas,Marion County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,MARION
4831500000,Texas,Marion County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MARION
4831700000,Texas,Martin County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,MARTIN
4831700000,Texas,Martin County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,MARTIN
4831700000,Texas,Martin County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MARTIN
4831900000,Texas,Mason County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,MASON
4831900000,Texas,Mason County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,MASON
4831900000,Texas,Mason County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,MASON
4832100000,Texas,Matagorda County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,MATAGORDA
4832100000,Texas,Matagorda County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes,MATAGORDA
4832100000,Texas,Matagorda County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,MATAGORDA
4832300000,Texas,Maverick County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,MAVERICK
4832300000,Texas,Maverick County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,MAVERICK
4832300000,Texas,Maverick County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,MAVERICK
4830700000,Texas,McCulloch County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,MCCULLOCH
4830700000,Texas,McCulloch County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,MCCULLOCH
4830700000,Texas,McCulloch County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,MCCULLOCH
4830900000,Texas,McLennan County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,MCLENNAN
4830900000,Texas,McLennan County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes,MCLENNAN
4830900000,Texas,McLennan County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,MCLENNAN
4831100000,Texas,McMullen County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,MCMULLEN
4831100000,Texas,McMullen County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,MCMULLEN
4831100000,Texas,McMullen County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,MCMULLEN
4832500000,Texas,Medina County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,MEDINA
4832500000,Texas,Medina County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,MEDINA
4832500000,Texas,Medina County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MEDINA
4832700000,Texas,Menard County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,MENARD
4832700000,Texas,Menard County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes,MENARD
4832700000,Texas,Menard County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,MENARD
4832900000,Texas,Midland County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,MIDLAND
4832900000,Texas,Midland County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,MIDLAND
4832900000,Texas,Midland County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,MIDLAND
4832900000,Texas,Midland County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,MIDLAND
4833100000,Texas,Milam County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,MILAM
4833100000,Texas,Milam County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,MILAM
4833100000,Texas,Milam County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MILAM
4833300000,Texas,Mills County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,MILLS
4833300000,Texas,Mills County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,MILLS
4833300000,Texas,Mills County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MILLS
4833500000,Texas,Mitchell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,MITCHELL
4833500000,Texas,Mitchell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,MITCHELL
4833500000,Texas,Mitchell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MITCHELL
4833700000,Texas,Montague County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,MONTAGUE
4833700000,Texas,Montague County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,MONTAGUE
4833700000,Texas,Montague County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,MONTAGUE
4833900000,Texas,Montgomery County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,MONTGOMERY
4833900000,Texas,Montgomery County,Electronic Poll Book,Montgomery County,Montgomery County Elections eVote,N/A,Yes,No,Yes,No,MONTGOMERY
4833900000,Texas,Montgomery County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,MONTGOMERY
4833900000,Texas,Montgomery County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,MONTGOMERY
4834100000,Texas,Moore County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No,MOORE
4834100000,Texas,Moore County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,MOORE
4834100000,Texas,Moore County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,MOORE
4834100000,Texas,Moore County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,MOORE
4834300000,Texas,Morris County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,MORRIS
4834300000,Texas,Morris County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,MORRIS
4834300000,Texas,Morris County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,MORRIS
4834500000,Texas,Motley County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,MOTLEY
4834500000,Texas,Motley County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,MOTLEY
4834500000,Texas,Motley County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,MOTLEY
4834700000,Texas,Nacogdoches County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,NACOGDOCHES
4834700000,Texas,Nacogdoches County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,Yes,No,Yes,Yes,NACOGDOCHES
4834700000,Texas,Nacogdoches County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,NACOGDOCHES
4834900000,Texas,Navarro County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,NAVARRO
4834900000,Texas,Navarro County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,NAVARRO
4834900000,Texas,Navarro County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,NAVARRO
4835100000,Texas,Newton County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,NEWTON
4835100000,Texas,Newton County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,NEWTON
4835100000,Texas,Newton County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,NEWTON
4835300000,Texas,Nolan County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,NOLAN
4835300000,Texas,Nolan County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,NOLAN
4835300000,Texas,Nolan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,NOLAN
4835500000,Texas,Nueces County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,NUECES
4835500000,Texas,Nueces County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,NUECES
4835500000,Texas,Nueces County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,NUECES
4835700000,Texas,Ochiltree County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,OCHILTREE
4835700000,Texas,Ochiltree County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,OCHILTREE
4835700000,Texas,Ochiltree County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,OCHILTREE
4835900000,Texas,Oldham County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,OLDHAM
4835900000,Texas,Oldham County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,OLDHAM
4835900000,Texas,Oldham County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,OLDHAM
4836100000,Texas,Orange County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes,ORANGE
4836100000,Texas,Orange County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ORANGE
4836100000,Texas,Orange County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,ORANGE
4836300000,Texas,Palo Pinto County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,PALO PINTO
4836300000,Texas,Palo Pinto County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,PALO PINTO
4836300000,Texas,Palo Pinto County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No,PALO PINTO
4836500000,Texas,Panola County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,PANOLA
4836500000,Texas,Panola County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,PANOLA
4836500000,Texas,Panola County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,PANOLA
4836700000,Texas,Parker County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,PARKER
4836700000,Texas,Parker County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,PARKER
4836700000,Texas,Parker County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,PARKER
4836900000,Texas,Parmer County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes,PARMER
4836900000,Texas,Parmer County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,PARMER
4836900000,Texas,Parmer County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,PARMER
4837100000,Texas,Pecos County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,PECOS
4837100000,Texas,Pecos County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,PECOS
4837100000,Texas,Pecos County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,PECOS
4837300000,Texas,Polk County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,POLK
4837300000,Texas,Polk County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,POLK
4837300000,Texas,Polk County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,POLK
4837300000,Texas,Polk County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,POLK
4837500000,Texas,Potter County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,POTTER
4837500000,Texas,Potter County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,POTTER
4837500000,Texas,Potter County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,POTTER
4837700000,Texas,Presidio County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,PRESIDIO
